Head,Relation,Tail
Yohimbine,IN_PRODUCT,Yohimbine HCl 5.4mg
Daratumumab,INTERACTS_WITH,Quinestrol
Teniposide,INTERACTS_WITH,Abetimus
Xipamide,INTERACTS_WITH,Midomafetamine
Amantadine,INTERACTS_WITH,Diamorphine
Inositol,INTERACTS_WITH,Tacrolimus
Tafasitamab,INTERACTS_WITH,Ustekinumab
Diprenorphine,INTERACTS_WITH,Meptazinol
Sertraline,INTERACTS_WITH,Levorphanol
Gaboxadol,INTERACTS_WITH,Desipramine
Ethotoin,INTERACTS_WITH,Trospium
Debrisoquine,INTERACTS_WITH,Vilanterol
Rosoxacin,INTERACTS_WITH,Glibornuride
Landogrozumab,INTERACTS_WITH,Bectumomab
Chlorsulfaquinoxaline,INTERACTS_WITH,Benfluorex
Farletuzumab,INTERACTS_WITH,Eculizumab
Ricolinostat,INTERACTS_WITH,Promazine
Valproate bismuth,INTERACTS_WITH,Mesoridazine
Voraxaze,MANUFACTURED_BY,BTG International Inc.
Urapidil,INTERACTS_WITH,Dronabinol
Levosalbutamol,INTERACTS_WITH,Cilazapril
Lampalizumab,INTERACTS_WITH,AMG 108
Mephenoxalone,INTERACTS_WITH,Atropine
Metocurine iodide,INTERACTS_WITH,Tapentadol
0.15% Potassium Chloride In 5% Dextrose Injection USP,MANUFACTURED_BY,B. Braun Medical Inc.
Bortezomib,MANUFACTURED_BY,Apotex Corporation
Omega-3 fatty acids,INTERACTS_WITH,Drotrecogin alfa
Adefovir dipivoxil,INTERACTS_WITH,Ceftobiprole
2.5%travasol Amino Acid InJ.W.eleC.W.25%dex,MANUFACTURED_BY,Clintec Nutrition Company
necatoriasis,TREATED_BY,Mebendazole
Carbenicillin,INTERACTS_WITH,Sarecycline
Tezepelumab,INTERACTS_WITH,Afelimomab
Tertatolol,INTERACTS_WITH,Regorafenib
Botulinum Toxin Type B,INTERACTS_WITH,Isoflurane
Bryostatin 1,INTERACTS_WITH,Proscillaridin
Miglustat,IN_PRODUCT,Miglustat
Isopropamide,INTERACTS_WITH,Naltrexone
Pinazepam,INTERACTS_WITH,Darifenacin
Temefos,INTERACTS_WITH,Diltiazem
Pentamidine,INTERACTS_WITH,Nabumetone
Oxyphencyclimine,INTERACTS_WITH,Lofentanil
Proquazone,INTERACTS_WITH,Atropine
Cabotegravir,INTERACTS_WITH,Bumetanide
Givosiran,INTERACTS_WITH,Valdecoxib
Thiothixene,INTERACTS_WITH,Quinagolide
Nylidrin,INTERACTS_WITH,Cryptenamine
Beef Liver,MANUFACTURED_BY,"Nelco Laboratories, Inc."
Ferrous gluconate,INTERACTS_WITH,Aluminium glycinate
Botulinum toxin type A,INTERACTS_WITH,Benzquinamide
Nomifensine,INTERACTS_WITH,Nefazodone
Tetracycline,IN_PRODUCT,Dyabetex
Alphacetylmethadol,INTERACTS_WITH,Levomilnacipran
Gadofosveset trisodium,INTERACTS_WITH,Cyclosporine
Capmatinib,INTERACTS_WITH,Nortriptyline
Sotalol,INTERACTS_WITH,Trifluoperazine
Formaldehyde,IN_PRODUCT,Forma-Ray
Astemizole,INTERACTS_WITH,Tacrolimus
Magnesium,IN_PRODUCT,Body Rox
Gantenerumab,INTERACTS_WITH,Moxestrol
Castor oil,INTERACTS_WITH,Amoxapine
Phenserine,INTERACTS_WITH,Dipyridamole
Cymarin,INTERACTS_WITH,Reserpine
12.034,AVAILABLE_AT,Ralphs
Pentaerithrityl,INTERACTS_WITH,Piperidolate
Tenofovir disoproxil,INTERACTS_WITH,Olsalazine
Dihydroergocryptine,INTERACTS_WITH,Guanoclor
Difenpiramide,INTERACTS_WITH,Promazine
Mianserin,INTERACTS_WITH,Bendroflumethiazide
Fomepizole,INTERACTS_WITH,Loracarbef
Valinomycin,INTERACTS_WITH,4-hydroxycoumarin
Fenofibric acid,INTERACTS_WITH,Cidofovir
Chlorhexadol,INTERACTS_WITH,Hydrocodone
Digitoxin,INTERACTS_WITH,Cholecalciferol
gout,TREATED_BY,Febuxostat
Proquazone,INTERACTS_WITH,Minaprine
Melatonin,INTERACTS_WITH,Buprenorphine
Tadalafil,IN_PRODUCT,Adcirca
Fosfomycin,INTERACTS_WITH,Ceftibuten
Calcium chloride,IN_PRODUCT,Acid Concentrate (rz262c)
Celiprolol,INTERACTS_WITH,Nifedipine
Interferon alfa-2c,INTERACTS_WITH,Acyclovir
Zinc,INTERACTS_WITH,Deferasirox
Levomenthol,INTERACTS_WITH,Fendiline
Tenofovir,INTERACTS_WITH,Amikacin
Tegretol,HAS_PRICE,13.6002
Cefadroxil,INTERACTS_WITH,Sulfasalazine
Diazoxide,INTERACTS_WITH,Nitroglycerin
Clorexolone,INTERACTS_WITH,Hexamethonium
Piritramide,INTERACTS_WITH,Hydromorphone
Act Pioglitazone,MANUFACTURED_BY,TEVA Canada Limited
Hydroxyzine,INTERACTS_WITH,Clobazam
702.5,AVAILABLE_AT,Ralphs
Encainide,INTERACTS_WITH,Adenosine
Candicidin,INTERACTS_WITH,Warfarin
Dorzolamide,INTERACTS_WITH,Metolazone
Agmatine,INTERACTS_WITH,Botulinum toxin type A
Methsuximide,INTERACTS_WITH,Atropine
SRP 299,INTERACTS_WITH,Peginterferon alfa-2b
Cefditoren,INTERACTS_WITH,Cephaloglycin
60.64,AVAILABLE_AT,Albertsons (Sav-on)
Azaperone,INTERACTS_WITH,Lithium citrate
Gynazole-1,MANUFACTURED_BY,"Physicians Total Care, Inc."
Chlorproethazine,INTERACTS_WITH,Sulpiride
Cloxazolam,INTERACTS_WITH,Ipratropium
Ceftizoxime,INTERACTS_WITH,Dexamethasone
Nandrolone,INTERACTS_WITH,Mifepristone
Olodaterol,INTERACTS_WITH,Eprosartan
Laniquidar,INTERACTS_WITH,Dolutegravir
Alavert,HAS_PRICE,13.5621
Afinitor,HAS_PRICE,4554.27
Butyrylthiocholine,INTERACTS_WITH,Mechlorethamine
Pregabalin Zentiva,HAS_PRICE,8.7262
Lamotrigine,INTERACTS_WITH,Simvastatin
Stiripentol,INTERACTS_WITH,Eplerenone
Magnesium salicylate,INTERACTS_WITH,Risperidone
Nalmefene,INTERACTS_WITH,Cefprozil
Azacitidine,INTERACTS_WITH,Trifluridine
JNJ-26489112,INTERACTS_WITH,Mianserin
L-Glutamine,IN_PRODUCT,Endari
Dalotuzumab,INTERACTS_WITH,NAV 1800
Valbenazine,INTERACTS_WITH,Venlafaxine
Diethylpropion,IN_PRODUCT,Diethylpropion HCl Immediate-Release
Equetro,HAS_PRICE,667.898
Lexaptepid Pegol,INTERACTS_WITH,Abicipar Pegol
Fosinoprilat,INTERACTS_WITH,Fenoterol
Lafutidine,INTERACTS_WITH,Lisdexamfetamine
Tessalon Perles,HAS_PRICE,13.2958
6.24,AVAILABLE_AT,Albertsons (Sav-on)
Sugammadex,INTERACTS_WITH,Levonorgestrel
Dextofisopam,INTERACTS_WITH,Cyproheptadine
Sulthiame,INTERACTS_WITH,Doxylamine
Pamrevlumab,INTERACTS_WITH,Abciximab
"7,9-Dimethylguanine",INTERACTS_WITH,Olodaterol
Metaxalone,IN_PRODUCT,Metaxalone
Rexulti,HAS_PRICE,1189.94
Asenapine,INTERACTS_WITH,Candoxatril
Antithrombin III human,INTERACTS_WITH,Sulindac
Vitamin and Mineral Supplement - Liq,MANUFACTURED_BY,Technilab Pharma Inc.
Trandolaprilat,INTERACTS_WITH,Danaparoid
Miconazole,INTERACTS_WITH,Acenocoumarol
Candicidin,INTERACTS_WITH,Dihydroergocryptine
Azapropazone,INTERACTS_WITH,Ziprasidone
Oxtriphylline,INTERACTS_WITH,Methoxyphenamine
Chlorotrianisene,INTERACTS_WITH,Inotuzumab ozogamicin
Tolbutamide,INTERACTS_WITH,Temafloxacin
Adenosine,INTERACTS_WITH,Hydroquinine
YKP-1358,INTERACTS_WITH,Trihexyphenidyl
Lumateperone,INTERACTS_WITH,Dexetimide
2719.81,AVAILABLE_AT,CVS Pharmacy
Sulbactam,INTERACTS_WITH,Cefapirin
Bumadizone,INTERACTS_WITH,Dutasteride
7-Deazaguanine,INTERACTS_WITH,Prenalterol
D-Levofloxacin,INTERACTS_WITH,Procainamide
Tolazoline,INTERACTS_WITH,Obinutuzumab
Ceftobiprole,INTERACTS_WITH,Cefepime
Meloxicam,IN_PRODUCT,Act Meloxicam
Hetacillin,INTERACTS_WITH,Probenecid
Tretamine,INTERACTS_WITH,Darbepoetin alfa
Polyethylene glycol,INTERACTS_WITH,Chlorprothixene
Rociverine,INTERACTS_WITH,Diamorphine
omega interferon,INTERACTS_WITH,Dacarbazine
Agmatine,INTERACTS_WITH,Dextropropoxyphene
Magnesium Aluminum Silicate,INTERACTS_WITH,Hygromycin B
Methyltestosterone,INTERACTS_WITH,Insulin detemir
Degarelix,INTERACTS_WITH,Dolasetron
Stearic acid,IN_PRODUCT,Dr.g Red-blemish Moisture Cleansing Foam
Bromotheophylline,INTERACTS_WITH,Peginterferon alfa-2b
Pramipexole,INTERACTS_WITH,Midazolam
Neocitrullamon,INTERACTS_WITH,Zolpidem
Seocalcitol,INTERACTS_WITH,Colesevelam
Dabigatran,INTERACTS_WITH,Ifosfamide
Oxitriptan,INTERACTS_WITH,Flavoxate
Dronedarone,INTERACTS_WITH,Armodafinil
Remogliflozin etabonate,INTERACTS_WITH,Oxolinic acid
Naftidrofuryl,INTERACTS_WITH,Buclizine
Rivaroxaban,INTERACTS_WITH,Dextran
Terbutaline,INTERACTS_WITH,Lercanidipine
Pseudoephedrine,INTERACTS_WITH,Moexipril
Prothrombin,INTERACTS_WITH,Idraparinux
Mazindol,INTERACTS_WITH,Isopropamide
Nilutamide,INTERACTS_WITH,Ceftizoxime
Ipafricept,INTERACTS_WITH,Bectumomab
"1,10-Phenanthroline",INTERACTS_WITH,Tolterodine
31.66,AVAILABLE_AT,Ralphs
Hydrocortisone acetate,INTERACTS_WITH,Arsenic trioxide
Interferon beta-1b,INTERACTS_WITH,Floxuridine
Iodixanol,IN_PRODUCT,Visipaque
Carbenicillin,INTERACTS_WITH,Octylphenoxy polyethoxyethanol
Mucinex Non-Drowsy Allergy,HAS_PRICE,21.13
Macimorelin,INTERACTS_WITH,Antazoline
1283.11,AVAILABLE_AT,Walgreens
Clenoliximab,INTERACTS_WITH,Inotuzumab ozogamicin
Adenovirus type 7 vaccine live,INTERACTS_WITH,Aldesleukin
"Allergenic Extract, Standardized Mite, D.pteronyssinus",MANUFACTURED_BY,"Alk Abello, Inc."
Etrolizumab,INTERACTS_WITH,Adalimumab
Corvita,MANUFACTURED_BY,"Trigen Laboratories, LLC"
Palmidrol,INTERACTS_WITH,Bevonium
Drotrecogin alfa,INTERACTS_WITH,"Synthetic Conjugated Estrogens, B"
Glycopyrrolate,MANUFACTURED_BY,West Ward Pharmaceutical
Bacillus calmette-guerin substrain connaught live antigen,INTERACTS_WITH,Interferon gamma-1b
Triamcinolone,IN_PRODUCT,Aristocort C
Jamp-cough Suppositories Adult,MANUFACTURED_BY,Jamp Pharma Corporation
Phenprobamate,INTERACTS_WITH,Desipramine
Gaucher's disease,TREATED_BY,Miglustat
Balsam of Peru,IN_PRODUCT,Proderm
Papaya Bromelain Mycozyme,MANUFACTURED_BY,Alive Vitamins
Emetine,INTERACTS_WITH,Lovastatin
Sultamicillin,INTERACTS_WITH,Paromomycin
Levocetirizine,INTERACTS_WITH,Suvorexant
Rontalizumab,INTERACTS_WITH,Cetuximab
Eletriptan,INTERACTS_WITH,Cryptenamine
Urethane,INTERACTS_WITH,Isopropamide
Bioallethrin,INTERACTS_WITH,Acebutolol
Benzhydrocodone,INTERACTS_WITH,Hydromorphone
Distigmine,INTERACTS_WITH,Ipratropium
Benzthiazide,INTERACTS_WITH,Ipragliflozin
Alizapride,INTERACTS_WITH,Levodopa
English walnut,IN_PRODUCT,English Walnut Meat
Amiodarone,IN_PRODUCT,Amiodarone
Flunixin,INTERACTS_WITH,Chlorphentermine
Zinc Substituted Heme C,INTERACTS_WITH,Tetracycline
Etretinate,INTERACTS_WITH,Meclocycline
Dextran,INTERACTS_WITH,Mestranol
Diclofenamide,INTERACTS_WITH,Phenelzine
Spiradoline,INTERACTS_WITH,Nimodipine
Virginiamycin M1,INTERACTS_WITH,Phenprocoumon
Conivaptan,INTERACTS_WITH,Minaprine
Cisplatin,INTERACTS_WITH,Efalizumab
Esmirtazapine,INTERACTS_WITH,Guanethidine
Ferrous bisglycinate,INTERACTS_WITH,Magnesium trisilicate
Oxymetazoline,IN_PRODUCT,Rhofade
Tiagabine,INTERACTS_WITH,Escitalopram
Egg Yolk,MANUFACTURED_BY,"Nelco Laboratories, Inc."
Zofenopril,INTERACTS_WITH,Formoterol
Tocainide,INTERACTS_WITH,Isradipine
Piromidic acid,INTERACTS_WITH,Prochlorperazine
Bioallethrin,INTERACTS_WITH,Atenolol
Zinc acetate,IN_PRODUCT,Anti Itch
Hydrocortisone cypionate,INTERACTS_WITH,Bitolterol
Ivermectin,IN_PRODUCT,Stromectol
545.854,AVAILABLE_AT,CVS Pharmacy
Ciglitazone,INTERACTS_WITH,Glibornuride
Pentobarbital,INTERACTS_WITH,Vortioxetine
Ixazomib,INTERACTS_WITH,Nabumetone
Gabexate,INTERACTS_WITH,Olsalazine
Remogliflozin etabonate,INTERACTS_WITH,Bendroflumethiazide
Bryostatin 1,INTERACTS_WITH,Ouabain
Bimekizumab,INTERACTS_WITH,Canakinumab
Phenoxymethylpenicillin,IN_PRODUCT,Ledercillin Vk - Tab 800000units
77.6,AVAILABLE_AT,Albertsons (Sav-on)
Streptolydigin,INTERACTS_WITH,Acenocoumarol
Sylvant,HAS_PRICE,1225.84
Temozolomide,INTERACTS_WITH,Teniposide
Tricaine,INTERACTS_WITH,Benzquinamide
Delafloxacin,INTERACTS_WITH,Phenobarbital
245.02,AVAILABLE_AT,Pavilions Pharmacy
1488.61,AVAILABLE_AT,Ralphs
Ketoprofen,INTERACTS_WITH,Clorgiline
Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),INTERACTS_WITH,Fludarabine
Calfactant,INTERACTS_WITH,Isradipine
Cimicoxib,INTERACTS_WITH,Benzphetamine
Cefatrizine,INTERACTS_WITH,Lornoxicam
ProAir,HAS_PRICE,26.31
Biricodar,INTERACTS_WITH,Tolvaptan
Clinafloxacin,INTERACTS_WITH,Acarbose
Valanafusp alfa,INTERACTS_WITH,Palivizumab
Thiamylal,INTERACTS_WITH,Butriptyline
Irinotecan,INTERACTS_WITH,Methylprednisolone
Nifedipine,INTERACTS_WITH,Eliglustat
Lumefantrine,INTERACTS_WITH,Aripiprazole lauroxil
Phenylacetic acid,INTERACTS_WITH,Fluperolone
Hydrocortisone acetate,INTERACTS_WITH,Tioguanine
Metampicillin,INTERACTS_WITH,Levonorgestrel
Fenoldopam,INTERACTS_WITH,Solifenacin
Vardenafil,INTERACTS_WITH,Aprepitant
Danoprevir,INTERACTS_WITH,Lacosamide
Ezogabine,IN_PRODUCT,Trobalt
75.8736,AVAILABLE_AT,CVS Pharmacy
Ebastine,INTERACTS_WITH,Flecainide
Risperidone,INTERACTS_WITH,Tranylcypromine
Methyltestosterone,INTERACTS_WITH,Tofogliflozin
Trisenox,MANUFACTURED_BY,"Cephalon, Inc."
Mizoribine,INTERACTS_WITH,Altretamine
Cefadroxil,INTERACTS_WITH,Rofecoxib
Methylprednisolone hemisuccinate,INTERACTS_WITH,Dihydrotachysterol
Depatuxizumab mafodotin,INTERACTS_WITH,Palivizumab
1317.57,AVAILABLE_AT,Ralphs
Ebselen,INTERACTS_WITH,Cabergoline
Paroex,HAS_PRICE,21.2048
Potassium bitartrate,INTERACTS_WITH,Ketorolac
trans-2-hydroxycinnamic acid,INTERACTS_WITH,Avibactam
Isoetharine,INTERACTS_WITH,Lacidipine
Nystop,HAS_PRICE,85.362
Glycyrrhizic acid,INTERACTS_WITH,Terfenadine
Ethenzamide,INTERACTS_WITH,Oxymetazoline
21.735,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Ecabet,INTERACTS_WITH,Peginesatide
Ocrelizumab,INTERACTS_WITH,Flunisolide
Imipramine,IN_PRODUCT,Imipramine
Ertugliflozin,INTERACTS_WITH,Cilazaprilat
Chlorambucil,INTERACTS_WITH,Carboplatin
Methoxamine,INTERACTS_WITH,Lacidipine
Oxyphencyclimine,INTERACTS_WITH,Botulinum toxin type A
640.663,AVAILABLE_AT,Vons Pharmacy
Entecavir,INTERACTS_WITH,Pazufloxacin
Vemurafenib,INTERACTS_WITH,Fendiline
ORM-12741,INTERACTS_WITH,Befunolol
31.6743,AVAILABLE_AT,Vons Pharmacy
Omoconazole,INTERACTS_WITH,Nylidrin
Medrol,HAS_PRICE,12.69
Emetine,INTERACTS_WITH,Iloprost
Rifabutin,INTERACTS_WITH,Picosulfuric acid
Pibrentasvir,INTERACTS_WITH,Telmisartan
Ixekizumab,INTERACTS_WITH,Alemtuzumab
Catapres-TTS-1,HAS_PRICE,37.59
Cadralazine,INTERACTS_WITH,Phenmetrazine
Ticagrelor,INTERACTS_WITH,Bamet-UD2
NBI-6024,INTERACTS_WITH,Benzthiazide
Naratriptan,INTERACTS_WITH,Irbesartan
Mephenytoin,INTERACTS_WITH,Tapentadol
Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),INTERACTS_WITH,Mercaptopurine
Poldine,INTERACTS_WITH,Methantheline
Setrusumab,INTERACTS_WITH,Galiximab
Mupirocin,INTERACTS_WITH,Fluindione
Desmopressin,INTERACTS_WITH,Remikiren
Aluminium acetoacetate,INTERACTS_WITH,Delavirdine
Mizoribine,INTERACTS_WITH,Bortezomib
Glibornuride,INTERACTS_WITH,Ethanol
TD-8954,INTERACTS_WITH,Mirtazapine
Brequinar,INTERACTS_WITH,Methotrexate
neovascular age-related macular degeneration,TREATED_BY,Aflibercept
Eliglustat,INTERACTS_WITH,Etoposide
Proventil,HAS_PRICE,11.9498
Delamanid,INTERACTS_WITH,Erythromycin
Nelfinavir,INTERACTS_WITH,Propofol
Niacin,INTERACTS_WITH,Patent Blue
Wellbutrin,HAS_PRICE,9.9399
obsessive-compulsive disorder,TREATED_BY,Aripiprazole
Tepoxalin,INTERACTS_WITH,Cladribine
317.939,AVAILABLE_AT,Rite Aid
Rimegepant,INTERACTS_WITH,Cobimetinib
Propiopromazine,INTERACTS_WITH,Propranolol
Ketoprofen,INTERACTS_WITH,Desflurane
Lefamulin,INTERACTS_WITH,Deferasirox
Mepivacaine,INTERACTS_WITH,Timolol
Nintedanib,INTERACTS_WITH,Elvitegravir
Ecoza,HAS_PRICE,573.222
Mitemcinal,INTERACTS_WITH,Deslanoside
Bacillus calmette-guerin substrain tice live antigen,INTERACTS_WITH,Clofarabine
Ferrous ascorbate,INTERACTS_WITH,Raltegravir
Cethromycin,INTERACTS_WITH,Atorvastatin
Acepromazine,INTERACTS_WITH,Deserpidine
Chlorothiazide,INTERACTS_WITH,Pergolide
Gentamicin,INTERACTS_WITH,Gallamine
Estradiol benzoate,INTERACTS_WITH,Tipranavir
Volociximab,INTERACTS_WITH,Daclizumab
Stiripentol,INTERACTS_WITH,Tacrolimus
Quinaprilat,INTERACTS_WITH,Dobutamine
Aminoglutethimide,IN_PRODUCT,Cytadren Tab 250mg
Dimethyltryptamine,INTERACTS_WITH,Fluvoxamine
Potassium Iodide,IN_PRODUCT,Central-vite 18 Essential
Itraconazole,INTERACTS_WITH,Edoxaban
Procardia,HAS_PRICE,82.696
Mivacurium,INTERACTS_WITH,Dronabinol
Beraprost,INTERACTS_WITH,Oxaprozin
Avage,HAS_PRICE,150.0
Alphaprodine,INTERACTS_WITH,Phenazocine
Trimethobenzamide,INTERACTS_WITH,Zimelidine
DG Health Artifical Tears,MANUFACTURED_BY,Dolgencorp Inc.
Codrituzumab,INTERACTS_WITH,Natalizumab
8.6928,AVAILABLE_AT,Pavilions Pharmacy
bacterial infectious disease,TREATED_BY,Vancomycin
NGX267,INTERACTS_WITH,Bufuralol
Sonepcizumab,INTERACTS_WITH,Galiximab
Tafluprost,INTERACTS_WITH,Aminophenazone
Chromium Cr-51,IN_PRODUCT,Tricare Prenatal Quick Dissolve
Bryostatin 1,INTERACTS_WITH,Alfentanil
Eculizumab,INTERACTS_WITH,Cladribine
Oestrilin Creme Vaginale 1mg,MANUFACTURED_BY,"Desbergers LtÉe, Division Of Technilab Inc."
Idelalisib,INTERACTS_WITH,Phenylalanine
Tranexamic acid,INTERACTS_WITH,Cloprostenol
Fendiline,INTERACTS_WITH,Sparteine
Tafamidis,INTERACTS_WITH,Velpatasvir
Milatuzumab,INTERACTS_WITH,Infliximab
Interferon alfa,INTERACTS_WITH,Interferon alfacon-1
Famciclovir,INTERACTS_WITH,Troleandomycin
Racepinephrine,INTERACTS_WITH,Vincamine
Pyrazolam,INTERACTS_WITH,Propantheline
Interferon alfa-n3,INTERACTS_WITH,Carmustine
4.18,AVAILABLE_AT,Vons Pharmacy
Decitabine,MANUFACTURED_BY,Dr. Reddy's Laboratories Inc.
Trandolapril,IN_PRODUCT,Auro-trandolapril
Ciprofibrate,INTERACTS_WITH,Tacrine
Isradipine,INTERACTS_WITH,Cirazoline
128.439,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),INTERACTS_WITH,Lenalidomide
Dinutuximab,INTERACTS_WITH,Irinotecan
Dutasteride,IN_PRODUCT,Avodart
Trichlormethiazide,INTERACTS_WITH,Vilazodone
Epothilone D,INTERACTS_WITH,Peldesine
CUDC-101,INTERACTS_WITH,Prochlorperazine
Eplivanserin,INTERACTS_WITH,Tiotropium
Iron isomaltoside 1000,INTERACTS_WITH,Moxifloxacin
Interferon alfa-n1,INTERACTS_WITH,Methylprednisolone
Hepatitis A Vaccine,INTERACTS_WITH,Teniposide
Topotecan,INTERACTS_WITH,Eculizumab
Ivermectin,INTERACTS_WITH,Warfarin
Kadian,HAS_PRICE,87.182
6187.47,AVAILABLE_AT,Walmart
Hydroxyamphetamine,INTERACTS_WITH,Acefylline
Estradiol acetate,IN_PRODUCT,Femring
Biktarvy,MANUFACTURED_BY,"Gilead Sciences, Inc."
Propylthiouracil,INTERACTS_WITH,Bevacizumab
Dehydrochloromethyltestosterone,INTERACTS_WITH,Parnaparin
Methscopolamine,INTERACTS_WITH,Glucagon
Epimestrol,INTERACTS_WITH,TNX-901
Cyanocobalamin,INTERACTS_WITH,Zomepirac
Dicyclomine,INTERACTS_WITH,Cyclopentolate
Mitomycin,INTERACTS_WITH,Fludrocortisone
Dapagliflozin,INTERACTS_WITH,Fosinopril
Hexaminolevulinate,INTERACTS_WITH,Verteporfin
Tirzepatide,INTERACTS_WITH,Metolazone
Ramipril,INTERACTS_WITH,Rituximab
Mitoxantrone,INTERACTS_WITH,Tioguanine
Tramadol,INTERACTS_WITH,Aclidinium
Sevoflurane,INTERACTS_WITH,Dihydralazine
Vernakalant,INTERACTS_WITH,Dexniguldipine
Delavirdine,INTERACTS_WITH,Colchicine
4064 First Aid Kit,MANUFACTURED_BY,"Honeywell Safety Products USA, Inc"
Estradiol valerate,INTERACTS_WITH,"R,S-Warfarin alcohol"
Bismuth subnitrate,INTERACTS_WITH,Oxytetracycline
Sarocladium strictum,IN_PRODUCT,Acremonium Strictum
Lincomycin,INTERACTS_WITH,Magnesium chloride
Ocinaplon,INTERACTS_WITH,Desipramine
Sulfaguanidine,INTERACTS_WITH,Dapagliflozin
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,INTERACTS_WITH,Bupivacaine
Belinostat,INTERACTS_WITH,Vindesine
Dextromoramide,INTERACTS_WITH,Mirtazapine
Equine Botulinum Neurotoxin D Immune FAB2,IN_PRODUCT,Bat
Potassium perchlorate,INTERACTS_WITH,Astaxanthin
Triclabendazole,INTERACTS_WITH,Zopiclone
Perazine,INTERACTS_WITH,Citalopram
Dibenzepin,INTERACTS_WITH,Trimazosin
Sodium ascorbate,INTERACTS_WITH,"Synthetic Conjugated Estrogens, A"
Adefovir dipivoxil,INTERACTS_WITH,Cefapirin
Canrenone,INTERACTS_WITH,Felbinac
Vinflunine,INTERACTS_WITH,Canagliflozin
PRO-542,INTERACTS_WITH,Matuzumab
78.9712,AVAILABLE_AT,Walgreens
Gadoteric acid,INTERACTS_WITH,Ceftriaxone
Patent Blue,INTERACTS_WITH,Cocaine
Evogliptin,INTERACTS_WITH,Hydroflumethiazide
Ticlopidine,INTERACTS_WITH,Ibritumomab tiuxetan
Framycetin,INTERACTS_WITH,Pancuronium
Ditropan Tablets 5mg,MANUFACTURED_BY,Janssen Pharmaceuticals
Klaron,HAS_PRICE,90.555
Dacetuzumab,INTERACTS_WITH,Erythropoietin
12HR Allergy and Congestion Relief,MANUFACTURED_BY,Cardinal Health
Dihydrotachysterol,INTERACTS_WITH,Digitoxin
Cafergot Pb Sup,MANUFACTURED_BY,Novartis
Docusate,INTERACTS_WITH,Ipratropium
Lactulose,INTERACTS_WITH,Dicyclomine
Pegaspargase,INTERACTS_WITH,Flunisolide
Linsidomine,INTERACTS_WITH,Glucosamine
Aloglutamol,INTERACTS_WITH,Prochlorperazine
Oxatomide,INTERACTS_WITH,Lisdexamfetamine
Metergoline,INTERACTS_WITH,Pentolinium
Alaproclate,INTERACTS_WITH,Dihydroetorphine
Protionamide,INTERACTS_WITH,Warfarin
White Sweet Clover,MANUFACTURED_BY,"Antigen Laboratories, Inc."
Phenethylamine,INTERACTS_WITH,Droperidol
Efalizumab,INTERACTS_WITH,Temozolomide
Magnesium cation,INTERACTS_WITH,Lamotrigine
Losartan,INTERACTS_WITH,Pentoxifylline
Uric acid,INTERACTS_WITH,Iofetamine I-123
Ferric sulfate,INTERACTS_WITH,Technetium Tc-99m ciprofloxacin
Guanfacine,INTERACTS_WITH,Ceritinib
Ioxilan,INTERACTS_WITH,Salicylic acid
Cefpiramide,INTERACTS_WITH,Cefamandole
Phenacetin,INTERACTS_WITH,Cisapride
Levosalbutamol,INTERACTS_WITH,Quinaprilat
Etanercept,INTERACTS_WITH,Tioguanine
Trenonacog alfa,INTERACTS_WITH,Certoparin
Pranlukast,INTERACTS_WITH,Flunisolide
Levacetylmethadol,INTERACTS_WITH,Rufinamide
Oxazepam,INTERACTS_WITH,Nefazodone
Diphenoxylate,IN_PRODUCT,Diphenoxylate Hydrochloride and Atropine Sulfate
Milatuzumab,INTERACTS_WITH,Veltuzumab
rheumatoid arthritis,TREATED_BY,Methotrexate
17.2589,AVAILABLE_AT,Walmart
Asfotase alfa,INTERACTS_WITH,Muromonab
Icrucumab,INTERACTS_WITH,Indium In-111 satumomab pendetide
Typhoid Vaccine Live,INTERACTS_WITH,Trifluridine
acne,TREATED_BY,Minocycline
Vapreotide,INTERACTS_WITH,Alprazolam
Cephalosporin analog,INTERACTS_WITH,Phenibut
hematochezia,TREATED_BY,Vasopressin
Droxicam,INTERACTS_WITH,Methylergometrine
(S)-Warfarin,INTERACTS_WITH,Nitric Oxide
Methenamine,INTERACTS_WITH,"2,5-Dimethoxy-4-ethylamphetamine"
Cloranolol,INTERACTS_WITH,Deserpidine
Parathyroid hormone,INTERACTS_WITH,Ritanserin
Clozapine,INTERACTS_WITH,Amsacrine
Vincamine,INTERACTS_WITH,Propafenone
Modified vaccinia ankara,INTERACTS_WITH,Tretinoin
Tepoxalin,INTERACTS_WITH,Lenalidomide
Mazaticol,INTERACTS_WITH,Mianserin
Irbesartan,INTERACTS_WITH,Amibegron
Rimegepant,INTERACTS_WITH,Fexofenadine
Procyclidine,INTERACTS_WITH,Tiotropium
Birch Mixture,MANUFACTURED_BY,"Antigen Laboratories, Inc."
BenoxylDoxy 60 Kit,MANUFACTURED_BY,"Elorac, Inc."
Fentanyl,INTERACTS_WITH,Spirapril
